area_name,total,number_minorities,largest_groups,area_code
Elswick,5116,17,"['Asian/Asian British: Bangladeshi', 'Asian/Asian British: Pakistani', 'Black/African/Caribbean/Black British: African']",E36006682
Fawdon,4474,17,"['White: Other White', 'Black/African/Caribbean/Black British: African', 'Asian/Asian British: Other Asian']",E36006683
Fenham,4441,16,"['Asian/Asian British: Pakistani', 'Asian/Asian British: Indian', 'Asian/Asian British: Bangladeshi']",E36006684
Kenton,4880,16,"['White: Other White', 'Black/African/Caribbean/Black British: African', 'Asian/Asian British: Other Asian']",E36006685
Lemington,4490,15,"['White: Other White', 'White: Irish', 'Black/African/Caribbean/Black British: African']",E36006686
Newburn,4270,17,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36006687
North Heaton,3795,16,"['White: Other White', 'Asian/Asian British: Pakistani', 'Asian/Asian British: Indian']",E36006688
North Jesmond,3668,17,"['White: Other White', 'Asian/Asian British: Indian', 'Asian/Asian British: Chinese']",E36006689
Ouseburn,4194,17,"['Asian/Asian British: Chinese', 'White: Other White', 'Asian/Asian British: Other Asian']",E36006690
Parklands,4086,16,"['Asian/Asian British: Indian', 'White: Other White', 'Asian/Asian British: Chinese']",E36006691
South Heaton,4350,17,"['White: Other White', 'Asian/Asian British: Indian', 'White: Irish']",E36006692
South Jesmond,4086,17,"['White: Other White', 'Asian/Asian British: Chinese', 'White: Irish']",E36006693
Walker,5382,17,"['Black/African/Caribbean/Black British: African', 'White: Other White', 'Asian/Asian British: Other Asian']",E36006694
Walkergate,4353,17,"['White: Other White', 'Black/African/Caribbean/Black British: African', 'Asian/Asian British: Other Asian']",E36006695
West Gosforth,4099,16,"['Asian/Asian British: Indian', 'White: Other White', 'Asian/Asian British: Pakistani']",E36006696
Westerhope,4103,14,"['Asian/Asian British: Indian', 'White: Other White', 'Asian/Asian British: Chinese']",E36006697
Westgate,4869,17,"['Asian/Asian British: Chinese', 'White: Other White', 'Asian/Asian British: Other Asian']",E36006698
Wingrove,4645,16,"['Asian/Asian British: Pakistani', 'Asian/Asian British: Other Asian', 'Asian/Asian British: Indian']",E36006699
Woolsington,4734,15,"['White: Other White', 'Asian/Asian British: Chinese', 'Asian/Asian British: Other Asian']",E36006700
Battle Hill,4758,14,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36006701
Benton,4676,15,"['White: Other White', 'Asian/Asian British: Indian', 'White: Irish']",E36006702
Camperdown,4620,14,"['White: Other White', 'Asian/Asian British: Indian', 'White: Irish']",E36006703
Chirton,5405,17,"['White: Other White', 'Asian/Asian British: Other Asian', 'Asian/Asian British: Chinese']",E36006704
Collingwood,4885,16,"['Asian/Asian British: Other Asian', 'Asian/Asian British: Indian', 'White: Other White']",E36006705
Cullercoats,4255,15,"['White: Other White', 'Asian/Asian British: Bangladeshi', 'White: Irish']",E36006706
Howdon,5029,15,"['White: Other White', 'Asian/Asian British: Indian', 'Black/African/Caribbean/Black British: African']",E36006707
Killingworth,4187,16,"['White: Other White', 'Asian/Asian British: Chinese', 'Asian/Asian British: Indian']",E36006708
Longbenton,5061,16,"['White: Other White', 'Asian/Asian British: Indian', 'Asian/Asian British: Other Asian']",E36006709
Monkseaton North,3741,14,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36006710
Monkseaton South,4313,16,"['White: Other White', 'Asian/Asian British: Bangladeshi', 'White: Irish']",E36006711
Northumberland,3582,15,"['Asian/Asian British: Chinese', 'White: Other White', 'White: Irish']",E36006712
Preston,3892,13,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36006713
Riverside,5839,17,"['White: Other White', 'Black/African/Caribbean/Black British: African', 'Asian/Asian British: Other Asian']",E36006714
St Mary's,3587,13,"['White: Other White', 'Asian/Asian British: Indian', 'Asian/Asian British: Other Asian']",E36006715
Tynemouth,5276,15,"['White: Other White', 'White: Irish', 'Asian/Asian British: Other Asian']",E36006716
Valley,4714,16,"['White: Other White', 'Asian/Asian British: Indian', 'Asian/Asian British: Chinese']",E36006717
Wallsend,5217,17,"['White: Other White', 'Black/African/Caribbean/Black British: African', 'White: Irish']",E36006718
Weetslade,4259,16,"['White: Other White', 'Black/African/Caribbean/Black British: African', 'White: Irish']",E36006719
Whitley Bay,3999,15,"['White: Other White', 'White: Irish', 'Asian/Asian British: Bangladeshi']",E36006720
Beacon and Bents,4316,17,"['Asian/Asian British: Bangladeshi', 'Other ethnic group: Arab', 'White: Other White']",E36006721
Bede,3410,17,"['White: Other White', 'Mixed/multiple ethnic group: White and Black Caribbean', 'Other ethnic group: Arab']",E36006722
Biddick and All Saints,3968,16,"['White: Other White', 'Other ethnic group: Any other ethnic group', 'Asian/Asian British: Indian']",E36006723
Boldon Colliery,4119,15,"['White: Other White', 'Asian/Asian British: Indian', 'Asian/Asian British: Chinese']",E36006724
Cleadon and East Boldon,3621,14,"['Asian/Asian British: Indian', 'White: Other White', 'White: Irish']",E36006725
Cleadon Park,3059,15,"['Other ethnic group: Arab', 'White: Other White', 'Mixed/multiple ethnic group: White and Asian']",E36006726
Fellgate and Hedworth,3419,13,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36006727
Harton,3720,15,"['White: Other White', 'White: Irish', 'Asian/Asian British: Other Asian']",E36006728
Hebburn North,3945,16,"['White: Other White', 'Other ethnic group: Arab', 'White: Irish']",E36006729
Hebburn South,3476,15,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36006730
Horsley Hill,4035,15,"['White: Other White', 'Asian/Asian British: Indian', 'Asian/Asian British: Chinese']",E36006731
Monkton,3683,16,"['White: Other White', 'Other ethnic group: Any other ethnic group', 'White: Irish']",E36006732
Primrose,3594,15,"['White: Other White', 'Other ethnic group: Any other ethnic group', 'White: Irish']",E36006733
Simonside and Rekendyke,4379,15,"['Other ethnic group: Arab', 'Asian/Asian British: Bangladeshi', 'White: Other White']",E36006734
West Park,3765,16,"['Other ethnic group: Arab', 'White: Other White', 'Other ethnic group: Any other ethnic group']",E36006735
Westoe,3638,17,"['White: Other White', 'Asian/Asian British: Indian', 'Other ethnic group: Arab']",E36006736
Whitburn and Marsden,3323,13,"['White: Other White', 'Other ethnic group: Arab', 'Asian/Asian British: Indian']",E36006737
Whiteleas,3697,16,"['White: Other White', 'Mixed/multiple ethnic group: White and Black Caribbean', 'Mixed/multiple ethnic group: White and Asian']",E36006738
Barnes,4562,17,"['Asian/Asian British: Bangladeshi', 'White: Other White', 'Asian/Asian British: Indian']",E36006739
Castle,4640,15,"['White: Other White', 'Black/African/Caribbean/Black British: Caribbean', 'Mixed/multiple ethnic group: Other Mixed']",E36006740
Copt Hill,4789,16,"['White: Other White', 'Black/African/Caribbean/Black British: African', 'Asian/Asian British: Indian']",E36006741
Doxford,4134,16,"['White: Other White', 'Asian/Asian British: Indian', 'White: Irish']",E36006742
Fulwell,4973,16,"['White: Other White', 'White: Irish', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36006743
Hendon,5798,17,"['White: Other White', 'Asian/Asian British: Bangladeshi', 'Asian/Asian British: Chinese']",E36006744
Hetton,4982,16,"['White: Other White', 'Asian/Asian British: Indian', 'White: Irish']",E36006745
Houghton,4885,16,"['White: Other White', 'Asian/Asian British: Chinese', 'Asian/Asian British: Other Asian']",E36006746
Millfield,4839,17,"['Asian/Asian British: Other Asian', 'Asian/Asian British: Indian', 'Asian/Asian British: Bangladeshi']",E36006747
Pallion,4290,16,"['Asian/Asian British: Other Asian', 'Asian/Asian British: Indian', 'White: Other White']",E36006748
Redhill,5063,14,"['White: Other White', 'Mixed/multiple ethnic group: White and Black Caribbean', 'Asian/Asian British: Indian']",E36006749
Ryhope,4454,14,"['Asian/Asian British: Indian', 'White: Other White', 'Asian/Asian British: Chinese']",E36006750
Sandhill,5115,16,"['White: Other White', 'Asian/Asian British: Chinese', 'Asian/Asian British: Other Asian']",E36006751
Shiney Row,5320,15,"['White: Other White', 'Asian/Asian British: Indian', 'White: Irish']",E36006752
Silksworth,4562,16,"['White: Other White', 'Asian/Asian British: Other Asian', 'Asian/Asian British: Pakistani']",E36006753
Southwick,4870,16,"['White: Other White', 'Mixed/multiple ethnic group: White and Black Caribbean', 'Asian/Asian British: Chinese']",E36006754
St Anne's,4528,16,"['White: Other White', 'Asian/Asian British: Other Asian', 'Black/African/Caribbean/Black British: African']",E36006755
St Chad's,4441,14,"['White: Other White', 'Mixed/multiple ethnic group: White and Asian', 'Black/African/Caribbean/Black British: African']",E36006756
St Michael's,5065,17,"['White: Other White', 'Asian/Asian British: Indian', 'Black/African/Caribbean/Black British: African']",E36006757
St Peter's,4931,16,"['White: Other White', 'Asian/Asian British: Chinese', 'Black/African/Caribbean/Black British: African']",E36006758
Washington Central,4846,16,"['White: Other White', 'White: Irish', 'Asian/Asian British: Chinese']",E36006759
Washington East,4363,17,"['Asian/Asian British: Indian', 'White: Other White', 'Asian/Asian British: Chinese']",E36006760
Washington North,5062,14,"['White: Other White', 'Black/African/Caribbean/Black British: African', 'Asian/Asian British: Indian']",E36006761
Washington South,4384,15,"['White: Other White', 'Asian/Asian British: Indian', 'White: Irish']",E36006762
Washington West,4862,15,"['White: Other White', 'White: Irish', 'Asian/Asian British: Indian']",E36006763
Acocks Green,11050,17,"['Asian/Asian British: Pakistani', 'White: Irish', 'Asian/Asian British: Indian']",E36006764
Aston,9742,13,"['Black/African/Caribbean/Black British: Caribbean', 'Asian/Asian British: Pakistani', 'Asian/Asian British: Bangladeshi']",E36006765
Bartley Green,10728,17,"['Black/African/Caribbean/Black British: Caribbean', 'White: Irish', 'Black/African/Caribbean/Black British: African']",E36006766
Billesley,10749,17,"['White: Irish', 'Asian/Asian British: Pakistani', 'Asian/Asian British: Indian']",E36006767
Bordesley Green,9228,16,"['Asian/Asian British: Pakistani', 'Asian/Asian British: Bangladeshi', 'Asian/Asian British: Other Asian']",E36006768
Bournville,11270,17,"['White: Irish', 'White: Other White', 'Black/African/Caribbean/Black British: Caribbean']",E36006769
Brandwood,10912,17,"['White: Irish', 'Black/African/Caribbean/Black British: Caribbean', 'Asian/Asian British: Pakistani']",E36006770
Edgbaston,9004,16,"['Asian/Asian British: Indian', 'White: Other White', 'Black/African/Caribbean/Black British: Caribbean']",E36006771
Erdington,10236,17,"['White: Irish', 'Black/African/Caribbean/Black British: Caribbean', 'White: Other White']",E36006772
Hall Green,9519,15,"['Asian/Asian British: Pakistani', 'Asian/Asian British: Indian', 'White: Irish']",E36006773
Handsworth Wood,9296,15,"['Asian/Asian British: Indian', 'Black/African/Caribbean/Black British: Caribbean', 'Asian/Asian British: Pakistani']",E36006774
Harborne,9939,17,"['Asian/Asian British: Indian', 'White: Other White', 'White: Irish']",E36006775
Hodge Hill,9648,16,"['Asian/Asian British: Pakistani', 'Black/African/Caribbean/Black British: Caribbean', 'Black/African/Caribbean/Black British: African']",E36006776
Kings Norton,10276,17,"['Black/African/Caribbean/Black British: Caribbean', 'White: Irish', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36006777
Kingstanding,10133,17,"['Black/African/Caribbean/Black British: Caribbean', 'White: Irish', 'Black/African/Caribbean/Black British: African']",E36006778
Ladywood,15661,17,"['Black/African/Caribbean/Black British: Caribbean', 'White: Other White', 'Asian/Asian British: Indian']",E36006779
Longbridge,10785,17,"['White: Irish', 'Black/African/Caribbean/Black British: Caribbean', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36006780
Lozells and East Handsworth,9532,14,"['Black/African/Caribbean/Black British: Caribbean', 'Asian/Asian British: Pakistani', 'Asian/Asian British: Indian']",E36006781
Moseley and Kings Heath,11010,17,"['Asian/Asian British: Pakistani', 'White: Irish', 'Asian/Asian British: Indian']",E36006782
Nechells,12045,15,"['Asian/Asian British: Pakistani', 'Black/African/Caribbean/Black British: Caribbean', 'Black/African/Caribbean/Black British: African']",E36006783
Northfield,11370,17,"['White: Irish', 'Black/African/Caribbean/Black British: Caribbean', 'Mixed/multiple ethnic group: White and Black Caribbean']",E36006784
Oscott,10244,17,"['Black/African/Caribbean/Black British: Caribbean', 'Asian/Asian British: Indian', 'White: Irish']",E36006785
Perry Barr,8806,15,"['Black/African/Caribbean/Black British: Caribbean', 'Asian/Asian British: Indian', 'Asian/Asian British: Pakistani']",E36006786
Quinton,10038,17,"['Asian/Asian British: Indian', 'Black/African/Caribbean/Black British: Caribbean', 'White: Irish']",E36006787
Selly Oak,8194,17,"['Asian/Asian British: Indian', 'White: Other White', 'White: Irish']",E36006788
Shard End,11603,17,"['Black/African/Caribbean/Black British: Caribbean', 'Mixed/multiple ethnic group: White and Black Caribbean', 'White: Irish']",E36006789
Sheldon,9203,17,"['White: Irish', 'Asian/Asian British: Pakistani', 'Black/African/Caribbean/Black British: Caribbean']",E36006790
Soho,10300,14,"['Black/African/Caribbean/Black British: Caribbean', 'Asian/Asian British: Indian', 'Asian/Asian British: Pakistani']",E36006791
South Yardley,11323,15,"['Asian/Asian British: Pakistani', 'Asian/Asian British: Bangladeshi', 'White: Irish']",E36006792
Sparkbrook,9406,16,"['Asian/Asian British: Pakistani', 'Other ethnic group: Arab', 'Black/African/Caribbean/Black British: Caribbean']",E36006793
Springfield,9309,16,"['Asian/Asian British: Pakistani', 'Asian/Asian British: Indian', 'Asian/Asian British: Other Asian']",E36006794
Stechford and Yardley North,9871,17,"['Asian/Asian British: Pakistani', 'Black/African/Caribbean/Black British: Caribbean', 'White: Irish']",E36006795
Stockland Green,10328,16,"['Black/African/Caribbean/Black British: Caribbean', 'Asian/Asian British: Pakistani', 'White: Other White']",E36006796
Sutton Four Oaks,10156,17,"['Asian/Asian British: Indian', 'White: Other White', 'White: Irish']",E36006797
Sutton New Hall,9433,17,"['White: Irish', 'Asian/Asian British: Indian', 'Black/African/Caribbean/Black British: Caribbean']",E36006798
Sutton Trinity,10663,17,"['Asian/Asian British: Indian', 'White: Irish', 'White: Other White']",E36006799
